Date,Station,Category,Value
2005-05-06,Changi,Max Humidity,100.0
2005-05-08,Changi,Max Humidity,100.0
2005-05-09,Changi,Max Humidity,100.0
2005-05-10,Changi,Max Humidity,100.0
2005-05-11,Changi,Max Humidity,100.0
2005-05-12,Changi,Min Temperature,23.0
2005-05-12,Changi,Max Humidity,100.0
2005-05-15,Changi,Max Humidity,100.0
2005-05-17,Changi,Max Humidity,100.0
2005-05-18,Changi,Max Humidity,100.0
2005-05-19,Changi,Max Humidity,100.0
2005-05-20,Changi,Max Humidity,100.0
2005-05-21,Changi,Max Humidity,100.0
2005-05-22,Changi,Max Humidity,100.0
2005-05-24,Changi,Max Humidity,100.0
2005-05-25,Changi,Max Humidity,100.0
2005-05-26,Changi,Max Humidity,100.0
2005-05-29,Changi,Max Humidity,100.0
2005-05-30,Changi,Max Humidity,100.0
2005-06-01,Changi,Max Humidity,100.0
2005-06-02,Changi,Max Temperature,33.0
2005-06-03,Changi,Max Temperature,33.0
2005-06-06,Changi,Max Temperature,33.0
2005-06-06,Changi,Max Humidity,100.0
2005-06-07,Changi,Max Humidity,100.0
2005-06-09,Changi,Max Temperature,33.0
2005-06-10,Changi,Max Temperature,33.0
2005-06-11,Changi,Max Temperature,33.0
2005-06-11,Changi,Max Humidity,100.0
2005-06-14,Changi,Max Temperature,33.0
2005-06-15,Changi,Max Humidity,100.0
2005-06-16,Changi,Max Temperature,33.0
2005-06-16,Changi,Max Humidity,100.0
2005-06-18,Changi,Max Temperature,33.0
2005-06-18,Changi,Max Humidity,100.0
2005-06-19,Changi,Max Temperature,33.0
2005-06-20,Changi,Max Temperature,33.0
2005-06-20,Changi,Min Humidity,52.48
2005-06-21,Changi,Min Temperature,24.0
2005-06-21,Changi,Max Humidity,100.0
2005-06-23,Changi,Max Temperature,33.0
2005-06-23,Changi,Max Humidity,100.0
2005-06-23,Changi,Min Humidity,52.48
2005-06-29,Changi,Min Temperature,24.0
2005-06-29,Changi,Max Humidity,100.0
2005-06-30,Changi,Max Humidity,100.0
2005-07-04,Changi,Min Temperature,23.0
2005-07-04,Changi,Max Humidity,100.0
2005-07-09,Changi,Max Temperature,34.0
2005-07-09,Changi,Max Humidity,100.0
2005-07-10,Changi,Max Temperature,34.0
2005-07-13,Changi,Max Humidity,100.0
2005-07-13,Changi,Min Humidity,55.53
2005-07-14,Changi,Max Humidity,100.0
2005-07-15,Changi,Max Humidity,100.0
2005-07-16,Changi,Max Humidity,100.0
2005-07-17,Changi,Max Humidity,100.0
2005-07-18,Changi,Max Humidity,100.0
2005-07-19,Changi,Max Humidity,100.0
2005-07-20,Changi,Max Humidity,100.0
2005-07-20,Changi,Min Humidity,55.53
2005-07-24,Changi,Max Humidity,100.0
2005-07-26,Changi,Max Humidity,100.0
2005-07-27,Changi,Max Humidity,100.0
2005-07-30,Changi,Min Temperature,23.0
2005-07-30,Changi,Max Humidity,100.0
2005-07-31,Changi,Max Humidity,100.0
2005-08-04,Changi,Min Temperature,23.0
2005-08-04,Changi,Max Humidity,100.0
2005-08-05,Changi,Max Humidity,100.0
2005-08-11,Changi,Max Humidity,100.0
2005-08-12,Changi,Max Humidity,100.0
2005-08-15,Changi,Max Temperature,33.0
2005-08-16,Changi,Max Temperature,33.0
2005-08-17,Changi,Max Temperature,33.0
2005-08-17,Changi,Max Humidity,100.0
2005-08-17,Changi,Min Humidity,55.77
2005-08-18,Changi,Max Humidity,100.0
2005-08-20,Changi,Max Humidity,100.0
2005-08-23,Changi,Max Humidity,100.0
2005-08-24,Changi,Max Humidity,100.0
2005-08-25,Changi,Max Humidity,100.0
2005-08-27,Changi,Max Humidity,100.0
2005-08-28,Changi,Max Temperature,33.0
2005-08-29,Changi,Max Temperature,33.0
2005-08-31,Changi,Max Temperature,33.0
2005-09-01,Changi,Max Temperature,33.0
2005-09-01,Changi,Max Humidity,100.0
2005-09-02,Changi,Max Humidity,100.0
2005-09-03,Changi,Max Humidity,100.0
2005-09-04,Changi,Min Temperature,24.0
2005-09-04,Changi,Max Humidity,100.0
2005-09-05,Changi,Max Humidity,100.0
2005-09-07,Changi,Min Humidity,58.78
2005-09-08,Changi,Max Humidity,100.0
2005-09-08,Changi,Min Humidity,58.78
2005-09-11,Changi,Max Temperature,33.0
2005-09-11,Changi,Max Humidity,100.0
2005-09-12,Changi,Min Temperature,24.0
2005-09-12,Changi,Max Humidity,100.0
2005-09-13,Changi,Max Humidity,100.0
2005-09-14,Changi,Min Humidity,58.78
2005-09-15,Changi,Max Temperature,33.0
2005-09-18,Changi,Min Temperature,24.0
2005-09-18,Changi,Max Humidity,100.0
2005-09-19,Changi,Min Temperature,24.0
2005-09-19,Changi,Max Humidity,100.0
2005-09-20,Changi,Min Temperature,24.0
2005-09-20,Changi,Max Humidity,100.0
2005-09-21,Changi,Min Temperature,24.0
2005-09-21,Changi,Max Humidity,100.0
2005-09-22,Changi,Max Humidity,100.0
2005-09-23,Changi,Max Humidity,100.0
2005-09-29,Changi,Max Temperature,33.0
2005-09-29,Changi,Max Humidity,100.0
2005-09-30,Changi,Max Humidity,100.0
2005-10-02,Changi,Max Humidity,100.0
2005-10-02,Changi,Min Humidity,55.29
2005-10-04,Changi,Max Humidity,100.0
2005-10-05,Changi,Max Humidity,100.0
2005-10-06,Changi,Max Humidity,100.0
2005-10-11,Changi,Min Humidity,55.29
2005-10-14,Changi,Max Humidity,100.0
2005-10-15,Changi,Max Humidity,100.0
2005-10-16,Changi,Max Humidity,100.0
2005-10-17,Changi,Max Humidity,100.0
2005-10-18,Changi,Max Humidity,100.0
2005-10-19,Changi,Max Humidity,100.0
2005-10-22,Changi,Max Humidity,100.0
2005-10-23,Changi,Max Humidity,100.0
2005-10-25,Changi,Max Humidity,100.0
2005-10-26,Changi,Max Humidity,100.0
2005-10-27,Changi,Min Temperature,23.0
2005-10-27,Changi,Max Humidity,100.0
2005-10-28,Changi,Min Temperature,23.0
2005-10-28,Changi,Max Humidity,100.0
2005-10-29,Changi,Max Humidity,100.0
2005-10-30,Changi,Max Temperature,33.0
2005-11-01,Changi,Max Temperature,34.0
2005-11-01,Changi,Min Humidity,55.77
2005-11-02,Changi,Max Humidity,100.0
2005-11-03,Changi,Max Humidity,100.0
2005-11-04,Changi,Min Temperature,23.0
2005-11-04,Changi,Max Humidity,100.0
2005-11-05,Changi,Max Humidity,100.0
2005-11-06,Changi,Max Humidity,100.0
2005-11-07,Changi,Max Humidity,100.0
2005-11-09,Changi,Max Humidity,100.0
2005-11-10,Changi,Max Humidity,100.0
2005-11-11,Changi,Max Humidity,100.0
2005-11-12,Changi,Max Humidity,100.0
2005-11-15,Changi,Max Humidity,100.0
2005-11-17,Changi,Min Temperature,23.0
2005-11-17,Changi,Max Humidity,100.0
2005-11-18,Changi,Max Humidity,100.0
2005-11-20,Changi,Max Humidity,100.0
2005-11-21,Changi,Max Humidity,100.0
2005-11-22,Changi,Max Humidity,100.0
2005-11-23,Changi,Min Temperature,23.0
2005-11-23,Changi,Max Humidity,100.0
2005-11-24,Changi,Max Humidity,100.0
2005-11-25,Changi,Min Temperature,23.0
2005-11-25,Changi,Max Humidity,100.0
2005-11-26,Changi,Max Humidity,100.0
2005-11-27,Changi,Max Humidity,100.0
2005-11-29,Changi,Max Humidity,100.0
2005-11-29,Changi,Min Humidity,55.77
2005-11-30,Changi,Max Humidity,100.0
2005-12-02,Changi,Max Humidity,100.0
2005-12-03,Changi,Max Humidity,100.0
2005-12-04,Changi,Max Humidity,100.0
2005-12-05,Changi,Max Humidity,100.0
2005-12-08,Changi,Max Humidity,100.0
2005-12-09,Changi,Max Humidity,100.0
2005-12-10,Changi,Max Humidity,100.0
2005-12-11,Changi,Max Humidity,100.0
2005-12-12,Changi,Max Humidity,100.0
2005-12-14,Changi,Max Humidity,100.0
2005-12-16,Changi,Max Temperature,34.0
2005-12-16,Changi,Max Humidity,100.0
2005-12-16,Changi,Min Humidity,52.73
2005-12-17,Changi,Max Humidity,100.0
2005-12-18,Changi,Max Humidity,100.0
2005-12-22,Changi,Max Humidity,100.0
2005-12-23,Changi,Max Humidity,100.0
2005-12-24,Changi,Max Humidity,100.0
2005-12-25,Changi,Min Temperature,22.0
2005-12-25,Changi,Max Humidity,100.0
2005-12-31,Changi,Max Humidity,100.0
2006-04-02,Changi,Max Temperature,34.0
2006-04-02,Changi,Max Humidity,100.0
2006-04-03,Changi,Max Humidity,100.0
2006-04-04,Changi,Max Humidity,100.0
2006-04-05,Changi,Max Humidity,100.0
2006-04-06,Changi,Max Humidity,100.0
2006-04-09,Changi,Min Temperature,24.0
2006-04-09,Changi,Max Humidity,100.0
2006-04-12,Changi,Max Humidity,100.0
2006-04-14,Changi,Min Temperature,24.0
2006-04-14,Changi,Max Humidity,100.0
2006-04-15,Changi,Min Temperature,24.0
2006-04-15,Changi,Max Humidity,100.0
2006-04-16,Changi,Min Temperature,24.0
2006-04-16,Changi,Max Humidity,100.0
2006-04-17,Changi,Max Humidity,100.0
2006-04-18,Changi,Min Temperature,24.0
2006-04-18,Changi,Max Humidity,100.0
2006-04-19,Changi,Max Humidity,100.0
2006-04-20,Changi,Max Humidity,100.0
2006-04-21,Changi,Max Humidity,100.0
2006-04-22,Changi,Max Humidity,100.0
2006-04-23,Changi,Max Humidity,100.0
2006-04-24,Changi,Min Temperature,24.0
2006-04-24,Changi,Max Humidity,100.0
2006-04-25,Changi,Max Humidity,100.0
2006-04-26,Changi,Max Humidity,100.0
2006-04-27,Changi,Max Humidity,100.0
2006-04-29,Changi,Max Temperature,34.0
2006-04-29,Changi,Max Humidity,100.0
2006-04-29,Changi,Min Humidity,52.73
2006-01-01,Changi,Max Humidity,100.0
2006-01-02,Changi,Max Humidity,100.0
2006-01-04,Changi,Max Humidity,100.0
2006-01-05,Changi,Max Humidity,100.0
2006-01-06,Changi,Max Humidity,100.0
2006-01-07,Changi,Max Humidity,100.0
2006-01-08,Changi,Max Humidity,100.0
2006-01-09,Changi,Max Humidity,100.0
2006-01-10,Changi,Max Humidity,100.0
2006-01-11,Changi,Min Temperature,23.0
2006-01-11,Changi,Max Humidity,100.0
2006-01-12,Changi,Min Temperature,23.0
2006-01-12,Changi,Max Humidity,100.0
2006-01-13,Changi,Min Temperature,23.0
2006-01-13,Changi,Max Humidity,100.0
2006-01-14,Changi,Max Humidity,100.0
2006-01-16,Changi,Max Humidity,100.0
2006-01-20,Changi,Max Temperature,32.0
2006-01-21,Changi,Max Temperature,32.0
2006-01-21,Changi,Max Humidity,100.0
2006-01-22,Changi,Max Temperature,32.0
2006-01-22,Changi,Max Humidity,100.0
2006-01-28,Changi,Max Temperature,32.0
2006-01-28,Changi,Min Humidity,55.53
2006-01-29,Changi,Max Temperature,32.0
2006-02-02,Changi,Max Humidity,100.0
2006-02-04,Changi,Max Humidity,100.0
2006-02-05,Changi,Min Temperature,24.0
2006-02-05,Changi,Max Humidity,100.0
2006-02-06,Changi,Min Temperature,24.0
2006-02-06,Changi,Max Humidity,100.0
2006-02-07,Changi,Max Humidity,100.0
2006-02-09,Changi,Max Humidity,100.0
2006-02-10,Changi,Min Temperature,24.0
2006-02-10,Changi,Max Humidity,100.0
2006-02-11,Changi,Min Temperature,24.0
2006-02-11,Changi,Max Humidity,100.0
2006-02-12,Changi,Min Temperature,24.0
2006-02-16,Changi,Max Humidity,100.0
2006-02-18,Changi,Max Humidity,100.0
2006-02-19,Changi,Max Humidity,100.0
2006-02-27,Changi,Max Temperature,33.0
2006-02-27,Changi,Max Humidity,100.0
2006-02-27,Changi,Min Humidity,55.77
2006-02-28,Changi,Max Temperature,33.0
2006-03-07,Changi,Max Temperature,34.0
2006-03-09,Changi,Max Temperature,34.0
2006-03-09,Changi,Min Humidity,49.36
2006-03-10,Changi,Max Temperature,34.0
2006-03-10,Changi,Max Humidity,100.0
2006-03-11,Changi,Max Temperature,34.0
2006-03-12,Changi,Max Temperature,34.0
2006-03-14,Changi,Max Temperature,34.0
2006-03-16,Changi,Max Temperature,34.0
2006-03-17,Changi,Max Temperature,34.0
2006-03-18,Changi,Max Temperature,34.0
2006-03-18,Changi,Max Humidity,100.0
2006-03-20,Changi,Max Temperature,34.0
2006-03-22,Changi,Max Humidity,100.0
2006-03-23,Changi,Max Temperature,34.0
2006-03-23,Changi,Min Temperature,24.0
2006-03-23,Changi,Max Humidity,100.0
2006-03-24,Changi,Max Temperature,34.0
2006-03-24,Changi,Max Humidity,100.0
2006-03-25,Changi,Max Humidity,100.0
2006-03-26,Changi,Max Humidity,100.0
2006-03-27,Changi,Min Temperature,24.0
2006-03-27,Changi,Max Humidity,100.0
2006-03-29,Changi,Max Humidity,100.0
2006-03-30,Changi,Max Humidity,100.0
2006-05-01,Changi,Max Humidity,100.0
2006-05-02,Changi,Max Humidity,100.0
2006-05-03,Changi,Max Humidity,100.0
2006-05-04,Changi,Max Humidity,100.0
2006-05-05,Changi,Max Humidity,100.0
2006-05-06,Changi,Max Humidity,100.0
2006-05-07,Changi,Max Humidity,100.0
2006-05-08,Changi,Max Temperature,33.0
2006-05-08,Changi,Max Humidity,100.0
2006-05-09,Changi,Max Temperature,33.0
2006-05-11,Changi,Max Temperature,33.0
2006-05-11,Changi,Max Humidity,100.0
2006-05-12,Changi,Max Temperature,33.0
2006-05-12,Changi,Max Humidity,100.0
2006-05-13,Changi,Max Humidity,100.0
2006-05-14,Changi,Max Humidity,100.0
2006-05-15,Changi,Max Humidity,100.0
2006-05-16,Changi,Max Temperature,33.0
2006-05-17,Changi,Max Temperature,33.0
2006-05-21,Changi,Max Humidity,100.0
2006-05-22,Changi,Min Temperature,24.0
2006-05-22,Changi,Max Humidity,100.0
2006-05-23,Changi,Min Temperature,24.0
2006-05-23,Changi,Max Humidity,100.0
2006-05-25,Changi,Max Temperature,33.0
2006-05-25,Changi,Max Humidity,100.0
2006-05-27,Changi,Max Humidity,100.0
2006-05-28,Changi,Max Humidity,100.0
2006-05-29,Changi,Max Humidity,100.0
2006-05-29,Changi,Min Humidity,52.23
2006-05-30,Changi,Max Temperature,33.0
2006-05-31,Changi,Max Temperature,33.0
2006-06-01,Changi,Max Humidity,100.0
2006-06-02,Changi,Max Humidity,100.0
2006-06-03,Changi,Max Temperature,33.0
2006-06-06,Changi,Max Humidity,100.0
2006-06-07,Changi,Max Humidity,100.0
2006-06-08,Changi,Max Humidity,100.0
2006-06-09,Changi,Min Temperature,23.0
2006-06-09,Changi,Max Humidity,100.0
2006-06-10,Changi,Max Humidity,100.0
2006-06-11,Changi,Max Humidity,100.0
2006-06-12,Changi,Max Humidity,100.0
2006-06-14,Changi,Max Humidity,100.0
2006-06-15,Changi,Max Humidity,100.0
2006-06-16,Changi,Max Humidity,100.0
2006-06-19,Changi,Max Humidity,100.0
2006-06-20,Changi,Max Humidity,100.0
2006-06-21,Changi,Min Humidity,55.53
2006-06-22,Changi,Max Humidity,100.0
2006-06-23,Changi,Max Humidity,100.0
2006-06-24,Changi,Max Humidity,100.0
2006-06-25,Changi,Max Humidity,100.0
2006-07-03,Changi,Min Temperature,23.0
2006-07-03,Changi,Max Humidity,100.0
2006-07-06,Changi,Max Humidity,100.0
2006-07-07,Changi,Max Humidity,100.0
2006-07-09,Changi,Max Humidity,100.0
2006-07-10,Changi,Max Humidity,100.0
2006-07-11,Changi,Max Humidity,100.0
2006-07-17,Changi,Max Humidity,100.0
2006-07-18,Changi,Min Humidity,58.78
2006-07-20,Changi,Max Humidity,100.0
2006-07-26,Changi,Max Temperature,33.0
2006-07-29,Changi,Max Humidity,100.0
2006-07-30,Changi,Max Humidity,100.0
2006-08-05,Changi,Max Temperature,33.0
2006-08-06,Changi,Max Humidity,100.0
2006-08-09,Changi,Max Humidity,100.0
2006-08-10,Changi,Min Temperature,23.0
2006-08-10,Changi,Max Humidity,100.0
2006-08-15,Changi,Max Humidity,100.0
2006-08-18,Changi,Max Temperature,33.0
2006-08-18,Changi,Max Humidity,100.0
2006-08-19,Changi,Max Humidity,100.0
2006-08-23,Changi,Max Temperature,33.0
2006-08-24,Changi,Max Temperature,33.0
2006-08-24,Changi,Min Humidity,52.48
2006-08-25,Changi,Max Temperature,33.0
2006-08-25,Changi,Min Humidity,52.48
2006-08-30,Changi,Max Humidity,100.0
2006-08-31,Changi,Min Temperature,23.0
2006-08-31,Changi,Max Humidity,100.0
2006-09-01,Changi,Max Humidity,100.0
2006-09-05,Changi,Max Humidity,100.0
2006-09-10,Changi,Max Humidity,100.0
2006-09-12,Changi,Max Temperature,33.0
2006-09-15,Changi,Min Temperature,23.0
2006-09-15,Changi,Max Humidity,100.0
2006-09-17,Changi,Max Humidity,100.0
2006-09-18,Changi,Max Humidity,100.0
2006-09-19,Changi,Max Humidity,100.0
2006-09-19,Changi,Min Humidity,48.84
2006-09-25,Changi,Max Humidity,100.0
2006-09-30,Changi,Max Humidity,100.0
2006-10-03,Changi,Max Humidity,100.0
2006-10-07,Changi,Max Temperature,33.0
2006-10-09,Changi,Max Temperature,33.0
2006-10-10,Changi,Max Temperature,33.0
2006-10-10,Changi,Max Humidity,100.0
2006-10-11,Changi,Max Humidity,100.0
2006-10-17,Changi,Max Temperature,33.0
2006-10-18,Changi,Max Temperature,33.0
2006-10-18,Changi,Min Humidity,43.61
2006-10-19,Changi,Max Temperature,33.0
2006-10-21,Changi,Max Temperature,33.0
2006-10-21,Changi,Max Humidity,100.0
2006-10-23,Changi,Max Humidity,100.0
2006-10-24,Changi,Max Temperature,33.0
2006-10-24,Changi,Max Humidity,100.0
2006-10-25,Changi,Min Temperature,24.0
2006-10-25,Changi,Max Humidity,100.0
2006-10-26,Changi,Max Temperature,33.0
2006-10-26,Changi,Max Humidity,100.0
2006-10-27,Changi,Max Humidity,100.0
2006-10-28,Changi,Max Temperature,33.0
2006-10-29,Changi,Max Humidity,100.0
2006-10-30,Changi,Max Humidity,100.0
2006-11-01,Changi,Max Temperature,33.0
2006-11-01,Changi,Max Humidity,100.0
2006-11-02,Changi,Max Humidity,100.0
2006-11-03,Changi,Max Humidity,100.0
2006-11-04,Changi,Max Humidity,100.0
2006-11-05,Changi,Max Humidity,100.0
2006-11-07,Changi,Max Humidity,100.0
2006-11-08,Changi,Max Humidity,100.0
2006-11-10,Changi,Max Humidity,100.0
2006-11-11,Changi,Min Temperature,24.0
2006-11-11,Changi,Max Humidity,100.0
2006-11-12,Changi,Min Temperature,24.0
2006-11-12,Changi,Max Humidity,100.0
2006-11-13,Changi,Max Humidity,100.0
2006-11-14,Changi,Min Temperature,24.0
2006-11-14,Changi,Max Humidity,100.0
2006-11-14,Changi,Min Humidity,59.01
2006-11-16,Changi,Min Temperature,24.0
2006-11-16,Changi,Max Humidity,100.0
2006-11-18,Changi,Max Temperature,33.0
2006-11-18,Changi,Max Humidity,100.0
2006-11-19,Changi,Max Humidity,100.0
2006-11-20,Changi,Min Temperature,24.0
2006-11-20,Changi,Max Humidity,100.0
2006-11-21,Changi,Max Temperature,33.0
2006-11-21,Changi,Min Temperature,24.0
2006-11-21,Changi,Max Humidity,100.0
2006-11-22,Changi,Max Humidity,100.0
2006-11-23,Changi,Max Humidity,100.0
2006-11-24,Changi,Max Humidity,100.0
2006-11-25,Changi,Max Humidity,100.0
2006-11-26,Changi,Max Humidity,100.0
2006-11-27,Changi,Min Temperature,24.0
2006-11-27,Changi,Max Humidity,100.0
2006-11-28,Changi,Min Temperature,24.0
2006-11-28,Changi,Max Humidity,100.0
2006-11-29,Changi,Min Temperature,24.0
2006-11-29,Changi,Max Humidity,100.0
2006-12-03,Changi,Max Humidity,100.0
2006-12-04,Changi,Max Humidity,100.0
2006-12-07,Changi,Max Humidity,100.0
2006-12-08,Changi,Max Humidity,100.0
2006-12-09,Changi,Max Humidity,100.0
2006-12-11,Changi,Max Humidity,100.0
2006-12-12,Changi,Max Temperature,33.0
2006-12-12,Changi,Max Humidity,100.0
2006-12-14,Changi,Min Temperature,23.0
2006-12-14,Changi,Max Humidity,100.0
2006-12-15,Changi,Max Humidity,100.0
2006-12-16,Changi,Max Humidity,100.0
2006-12-17,Changi,Max Humidity,100.0
2006-12-18,Changi,Max Humidity,100.0
2006-12-19,Changi,Min Temperature,23.0
2006-12-19,Changi,Max Humidity,100.0
2006-12-20,Changi,Min Temperature,23.0
2006-12-20,Changi,Max Humidity,100.0
2006-12-21,Changi,Max Humidity,100.0
2006-12-23,Changi,Max Humidity,100.0
2006-12-24,Changi,Max Humidity,100.0
2006-12-25,Changi,Max Humidity,100.0
2006-12-26,Changi,Max Humidity,100.0
2006-12-27,Changi,Max Humidity,100.0
2006-12-28,Changi,Max Humidity,100.0
2006-12-29,Changi,Max Humidity,100.0
2006-12-29,Changi,Min Humidity,58.55
2007-04-01,Changi,Max Humidity,100.0
2007-04-02,Changi,Max Humidity,100.0
2007-04-03,Changi,Max Humidity,100.0
2007-04-04,Changi,Max Humidity,100.0
2007-04-09,Changi,Max Humidity,100.0
2007-04-10,Changi,Max Humidity,100.0
2007-04-11,Changi,Max Humidity,100.0
2007-04-12,Changi,Max Humidity,100.0
2007-04-13,Changi,Max Humidity,100.0
2007-04-14,Changi,Max Humidity,100.0
2007-04-16,Changi,Max Humidity,100.0
2007-04-22,Changi,Max Humidity,100.0
2007-04-23,Changi,Max Temperature,34.0
2007-04-23,Changi,Max Humidity,100.0
2007-04-24,Changi,Max Humidity,100.0
2007-04-25,Changi,Max Temperature,34.0
2007-04-25,Changi,Max Humidity,100.0
2007-04-25,Changi,Min Humidity,49.62
2007-04-26,Changi,Max Humidity,100.0
2007-04-27,Changi,Max Humidity,100.0
2007-04-28,Changi,Max Humidity,100.0
2007-04-29,Changi,Max Humidity,100.0
2007-04-30,Changi,Min Temperature,23.0
2007-04-30,Changi,Max Humidity,100.0
2007-01-02,Changi,Max Humidity,100.0
2007-01-03,Changi,Max Humidity,100.0
2007-01-04,Changi,Max Humidity,100.0
2007-01-06,Changi,Max Temperature,32.0
2007-01-07,Changi,Max Temperature,32.0
2007-01-08,Changi,Max Temperature,32.0
2007-01-08,Changi,Max Humidity,100.0
2007-01-09,Changi,Max Humidity,100.0
2007-01-10,Changi,Max Humidity,100.0
2007-01-11,Changi,Max Humidity,100.0
2007-01-12,Changi,Max Humidity,100.0
2007-01-13,Changi,Max Humidity,100.0
2007-01-14,Changi,Max Humidity,100.0
2007-01-15,Changi,Max Humidity,100.0
2007-01-17,Changi,Max Temperature,32.0
2007-01-17,Changi,Max Humidity,100.0
2007-01-18,Changi,Max Temperature,32.0
2007-01-19,Changi,Max Humidity,100.0
2007-01-20,Changi,Max Humidity,100.0
2007-01-21,Changi,Max Humidity,100.0
2007-01-23,Changi,Max Humidity,100.0
2007-01-24,Changi,Max Humidity,100.0
2007-01-25,Changi,Min Temperature,23.0
2007-01-25,Changi,Max Humidity,100.0
2007-01-26,Changi,Max Humidity,100.0
2007-01-27,Changi,Max Humidity,100.0
2007-01-28,Changi,Max Humidity,100.0
2007-01-29,Changi,Min Humidity,55.04
2007-02-10,Changi,Max Humidity,100.0
2007-02-11,Changi,Max Humidity,100.0
2007-02-13,Changi,Max Humidity,100.0
2007-02-14,Changi,Max Humidity,100.0
2007-02-15,Changi,Max Temperature,33.0
2007-02-15,Changi,Max Humidity,100.0
2007-02-16,Changi,Max Temperature,33.0
2007-02-18,Changi,Max Humidity,100.0
2007-02-19,Changi,Max Humidity,100.0
2007-02-20,Changi,Max Humidity,100.0
2007-02-21,Changi,Max Humidity,100.0
2007-02-22,Changi,Max Humidity,100.0
2007-02-22,Changi,Min Humidity,52.23
2007-02-23,Changi,Max Humidity,100.0
2007-02-26,Changi,Max Temperature,33.0
2007-02-26,Changi,Min Temperature,23.0
2007-02-26,Changi,Max Humidity,100.0
2007-02-28,Changi,Max Humidity,100.0
2007-03-01,Changi,Min Temperature,23.0
2007-03-01,Changi,Max Humidity,100.0
2007-03-02,Changi,Max Humidity,100.0
2007-03-03,Changi,Max Humidity,100.0
2007-03-09,Changi,Max Humidity,100.0
2007-03-11,Changi,Max Humidity,100.0
2007-03-15,Changi,Max Temperature,33.0
2007-03-15,Changi,Max Humidity,100.0
2007-03-16,Changi,Max Humidity,100.0
2007-03-17,Changi,Max Temperature,33.0
2007-03-21,Changi,Max Humidity,100.0
2007-03-22,Changi,Max Humidity,100.0
2007-03-23,Changi,Max Humidity,100.0
2007-03-24,Changi,Max Humidity,100.0
2007-03-25,Changi,Max Temperature,33.0
2007-03-25,Changi,Max Humidity,100.0
2007-03-25,Changi,Min Humidity,49.36
2007-03-26,Changi,Max Humidity,100.0
2007-03-27,Changi,Max Humidity,100.0
2007-03-28,Changi,Max Humidity,100.0
2007-03-29,Changi,Max Humidity,100.0
2007-03-30,Changi,Max Humidity,100.0
2007-03-31,Changi,Max Humidity,100.0
2007-05-01,Changi,Max Humidity,100.0
2007-05-02,Changi,Min Temperature,23.0
2007-05-02,Changi,Max Humidity,100.0
2007-05-03,Changi,Max Humidity,100.0
2007-05-04,Changi,Max Humidity,100.0
2007-05-06,Changi,Min Humidity,59.01
2007-05-07,Changi,Max Temperature,33.0
2007-05-07,Changi,Max Humidity,100.0
2007-05-09,Changi,Max Humidity,100.0
2007-05-10,Changi,Max Humidity,100.0
2007-05-11,Changi,Max Humidity,100.0
2007-05-13,Changi,Max Temperature,33.0
2007-05-14,Changi,Max Humidity,100.0
2007-05-15,Changi,Min Temperature,23.0
2007-05-15,Changi,Max Humidity,100.0
2007-05-19,Changi,Max Temperature,33.0
2007-05-21,Changi,Max Humidity,100.0
2007-05-22,Changi,Max Humidity,100.0
2007-05-23,Changi,Max Humidity,100.0
2007-05-24,Changi,Max Humidity,100.0
2007-05-27,Changi,Max Humidity,100.0
2007-05-31,Changi,Min Humidity,59.01
2007-06-01,Changi,Max Humidity,100.0
2007-06-02,Changi,Max Humidity,100.0
2007-06-03,Changi,Max Humidity,100.0
2007-06-05,Changi,Max Humidity,100.0
2007-06-09,Changi,Max Humidity,100.0
2007-06-10,Changi,Max Temperature,34.0
2007-06-11,Changi,Max Humidity,100.0
2007-06-12,Changi,Max Humidity,100.0
2007-06-16,Changi,Max Humidity,100.0
2007-06-17,Changi,Max Humidity,100.0
2007-06-19,Changi,Max Temperature,34.0
2007-06-20,Changi,Max Humidity,100.0
2007-06-23,Changi,Max Humidity,100.0
2007-06-26,Changi,Min Temperature,22.0
2007-06-26,Changi,Max Humidity,100.0
2007-06-27,Changi,Min Humidity,49.36
2007-06-29,Changi,Max Humidity,100.0
2007-06-30,Changi,Max Humidity,100.0
2007-07-01,Changi,Min Humidity,55.29
2007-07-02,Changi,Max Temperature,33.0
2007-07-04,Changi,Max Temperature,33.0
2007-07-06,Changi,Max Temperature,33.0
2007-07-07,Changi,Min Temperature,23.0
2007-07-11,Changi,Max Humidity,100.0
2007-07-12,Changi,Max Humidity,100.0
2007-07-18,Changi,Max Humidity,100.0
2007-07-19,Changi,Max Humidity,100.0
2007-07-20,Changi,Max Humidity,100.0
2007-07-21,Changi,Max Humidity,100.0
2007-07-22,Changi,Max Humidity,100.0
2007-07-23,Changi,Max Humidity,100.0
2007-07-24,Changi,Max Humidity,100.0
2007-07-25,Changi,Max Humidity,100.0
2007-07-26,Changi,Max Humidity,100.0
2007-07-27,Changi,Max Humidity,100.0
2007-07-28,Changi,Max Humidity,100.0
2007-07-29,Changi,Max Humidity,100.0
2007-07-30,Changi,Max Humidity,100.0
2007-08-02,Changi,Max Temperature,32.0
2007-08-05,Changi,Max Temperature,32.0
2007-08-05,Changi,Min Humidity,55.53
2007-08-06,Changi,Max Temperature,32.0
2007-08-07,Changi,Max Temperature,32.0
2007-08-08,Changi,Max Temperature,32.0
2007-08-09,Changi,Min Temperature,23.0
2007-08-09,Changi,Max Humidity,100.0
2007-08-10,Changi,Max Temperature,32.0
